Park Name,City,Zip Code,City Cast Rating,Park Management,Location,Bathrooms,Pool,Pond,Grills,Pavillion,Gardens,Baseball Diamond,Softball Diamond,Toddler Friendly Play Area,Kid Play Area,Off Leash Dog Area,Water Fountain,Splash Pad,Skate Park,Basketball Court,Disc Golf,Beach Volleyball Court,Volleyball Court,Soccer Field,River or Stream,Tennis Courts,Pickleball Courts,Fitness Area,latitude,longitude,Additional Notes,Futsal Court,Lighting After Dark,Picnic Tables
Westminster Park,Salt Lake City,84105,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.733450668000046,-111.86286841999998",No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.733450668000046,-111.86286841999998,Chess tables!,No,Yes,Yes
Westpointe Park,Salt Lake City,84116,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.79403780700005,-111.94662960299996",Mysteriously locked,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,40.79403780700005,-111.94662960299996,"This is a really fun park! Good vibes, lots of amenities, and one of the nicest beach volleyball courts I’ve seen. Wish the bathrooms were open! ",No,Yes,Yes
Wheadon Park ,Draper,84020,5,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.497646805000045,-111.88489915699995",Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,40.497646805000045,-111.88489915699995,"Great jogging path and a punny garden, plus a farm themed playground and twelve pickleball courts. Lots of native plants, insane views.",No,No,Yes
Wheatland Park,West Valley City,84120,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.67843496000006,-111.97885952499996",No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.67843496000006,-111.97885952499996,This is a very charming little picnic area and playground. ,No,Yes,Yes
Wheeler Farm (South Cottonwood Regional Park),Murray,84121,5,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.635358705000044,-111.86586207099998",Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.635358705000044,-111.86586207099998,"Wheeler Historic Farm is a 75-acre working farm (including animals!) and public park with wagon rides, seasonal events, farmers markets, trails, a playground, 5K course for up to 250 participants, an education center, and an activity barn. Party reservati",No,No,Yes
Whisperwood Park ,Draper,84020,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.51885095500006,-111.87056668399998",No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.51885095500006,-111.87056668399998,"Huge field for play, but not much shade! ",No,No,Yes
Whitlock Park,South Salt Lake,84115,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.716339263000066,-111.885334178",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.716339263000066,-111.885334178,"Cute mural, tiny little pass-through pocket park.",No,Yes,No
Wildflower Park,Sandy,84092,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.570521917000065,-111.83979218899998",Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,40.570521917000065,-111.83979218899998,"Tucked deep in the neighborhood, it was very quiet. 
The beach volleyball court did not have a net. 

There is a mysterious rectangular brick building in the North side of the park. It had doors with the following signs: Acid w/ the chemical hazard symbol",No,No,Yes
Wildflower Park ,West Jordan,84081,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.58123383900005,-112.01315397599996",No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.58123383900005,-112.01315397599996,,No,No,Yes
Willoughby Park,South Jordan,84009,3,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.56308108300004,-111.99778681499998",No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.56308108300004,-111.99778681499998,"Limited shade, lots of open grass space. ",No,No,Yes
Willow Creek Park,Sandy,84092,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.60049828700005,-111.83211814999999",Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,40.60049828700005,-111.83211814999999,Big field for play! Lovely tree canopies. Great walking path and new playground.,No,Yes,Yes
Willow Pond Park,Murray,84123,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.640902091000044,-111.91991200999996",Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,40.640902091000044,-111.91991200999996,"This park is conveniently located just off the Jordan River Parkway. It's huge and has something for everyone: basketball courts, three playgrounds, pavilions, gazebo, splash pad in warm weather, a fishing pond, a small, kid-friendly creek, soccer games o",No,Yes,Yes
Winchester Park,Murray,84123,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.63132121000007,-111.92444891599996",Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.63132121000007,-111.92444891599996,"This park is small and is right along the Jordan River Parkway. It has a spot for launching canoes and a reservable pavilion that seats 100. Pavilion has 4 outlets, 12 tables, and 2 grills.",No,Yes,Yes
Woodledge Park,West Valley City,84120,1,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.67705427800007,-112.01579988299994",No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.67705427800007,-112.01579988299994,"Two rundown tennis courts without nets, one has a basketball hoop installed. This is a cute park that needs some love. ",No,Yes,Yes
Woodstock Meadows Park,Murray,84121,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.645206306000034,-111.86266124699995",Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,40.645206306000034,-111.86266124699995,What a cute neighborhood park with a lovely walking path for a morning jog or dog walk.,No,No,Yes
WW2 Memorial Park,Taylorsville,84123,2,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.66458583700006,-111.93299889599996",No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,40.66458583700006,-111.93299889599996,Heads up: Bring your own volleyball net. Little park right on the Jordan River Trail.,No,Yes,No
Wyngate Park,South Jordan,84095,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.553881561000026,-111.93615032899999",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.553881561000026,-111.93615032899999,,No,No,Yes
Yorkshire Park,South Jordan,84009,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.56608590500008,-111.98902906699999",No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.56608590500008,-111.98902906699999,,No,No,No
Yukon Park,Herriman,84096,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.52941081200004,-112.02483553599996",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.52941081200004,-112.02483553599996,,No,No,No
